134,128,129
134,128,129
134,128,129
134,128,129
134,128,129
134,128,129
134,128,129
134,128,129
134,128,129
127,131,131
127,131,131
131,131,131
127,131,131
127,131,131
127,131,131
127,131,131
127,131,131
127,131,131
131,131,134
131,131,134
131,131,134
131,131,134
131,131,134
131,131,134
119,120,134
131,131,134
131,131,134
134,131,134
134,131,134
134,131,134
134,131,134
128,120,134
134,131,134
128,120,134
134,131,134
134,131,134
134,134,133
134,134,133
134,134,133
134,134,133
134,134,133
134,134,133
134,134,133
134,134,133
134,134,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
134,131,133
134,131,133
134,131,133
134,131,133
134,131,133
134,131,133
134,131,133
134,131,133
134,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
134,131,133
131,131,133
134,131,133
131,131,133
131,131,131
131,131,131
131,131,131
131,131,131
131,131,131
131,131,131
131,131,131
131,131,131
131,131,131
120,131,133
120,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,133
131,131,131
